path,domain,task,steps
/home/junho/data/dataset/coin/videos/133/df3xSfDk4ag.mp4,5,133,"['416', '417', '420', '419', '420']"
/home/junho/data/dataset/coin/videos/14/odckc4YZxV0.mp4,2,14,"['725', '726', '727', '728', '725', '726', '728']"
/home/junho/data/dataset/coin/videos/18/YC-aH_0bEC4.mp4,4,18,"['609', '609', '610', '610']"
/home/junho/data/dataset/coin/videos/0/bcvj0pyV8Dw.mp4,6,0,"['68', '67', '66', '67', '68']"
/home/junho/data/dataset/coin/videos/146/Tpqw0UWyq-4.mp4,4,146,"['369', '370']"
/home/junho/data/dataset/coin/videos/104/14kxlTtTZLI.mp4,3,104,"['91', '92']"
/home/junho/data/dataset/coin/videos/49/3lo7txk7TB0.mp4,8,49,"['157', '158', '157', '158', '159', '160']"
/home/junho/data/dataset/coin/videos/40/7zgDZR1B3zM.mp4,0,40,"['718', '719', '718', '719']"
/home/junho/data/dataset/coin/videos/36/IK_zUk07c5I.mp4,10,36,"['70', '70', '70', '73']"
/home/junho/data/dataset/coin/videos/95/dAqDTcrdXYY.mp4,8,95,"['103', '103', '101', '103', '102', '104']"
/home/junho/data/dataset/coin/videos/93/5rmj9mO7e-M.mp4,9,93,"['524', '525', '522', '525', '524']"
/home/junho/data/dataset/coin/videos/133/YJuFCQOlaxA.mp4,5,133,"['416', '419', '420']"
/home/junho/data/dataset/coin/videos/169/uIcEmZSJW9s.mp4,4,169,"['198', '199', '200', '201', '202']"
/home/junho/data/dataset/coin/videos/161/LArLXARyhAI.mp4,1,161,"['566', '567']"
/home/junho/data/dataset/coin/videos/166/28nLCetm7tE.mp4,0,166,"['229', '230', '229', '230']"
/home/junho/data/dataset/coin/videos/91/_NoYbs1BxWs.mp4,8,91,"['264', '265', '266', '265', '266']"
/home/junho/data/dataset/coin/videos/87/LNr60CDIp98.mp4,8,87,"['764', '765', '766', '765', '765', '766', '766']"
/home/junho/data/dataset/coin/videos/23/TeqURj6rKxk.mp4,9,23,"['705', '706']"
/home/junho/data/dataset/coin/videos/86/5cdYDTSSfl8.mp4,8,86,"['62', '63', '63', '64']"
/home/junho/data/dataset/coin/videos/138/Suc5tdWT5W8.mp4,4,138,"['504', '505', '506', '507', '508']"
/home/junho/data/dataset/coin/videos/63/Wdp1xOGYDwI.mp4,6,63,"['83', '85', '83', '85']"
/home/junho/data/dataset/coin/videos/168/H_NHwcf38rc.mp4,9,168,"['219', '220']"
/home/junho/data/dataset/coin/videos/42/KdqSxAEVyJU.mp4,11,42,"['516', '517', '516', '517', '518']"
/home/junho/data/dataset/coin/videos/80/Uerv2wffWTs.mp4,6,80,"['323', '321']"
/home/junho/data/dataset/coin/videos/119/eNdDvk5SA-U.mp4,2,119,"['735', '736', '736']"
/home/junho/data/dataset/coin/videos/78/vUws412hdjo.mp4,6,78,"['352', '348', '352', '348', '349', '351']"
/home/junho/data/dataset/coin/videos/33/9Jkz5dwdAqI.mp4,7,33,"['640', '639', '639', '638']"
/home/junho/data/dataset/coin/videos/25/t8keIE-8TwQ.mp4,11,25,"['47', '49', '47', '49']"
/home/junho/data/dataset/coin/videos/20/E6AjnHbLBZY.mp4,11,20,"['208', '208', '210', '208', '211', '209', '208']"
/home/junho/data/dataset/coin/videos/28/1qSIdchvsu4.mp4,9,28,"['18', '19', '20', '20']"
/home/junho/data/dataset/coin/videos/112/mGKctfc_wcY.mp4,0,112,"['449', '451', '453', '451', '453', '451', '453', '451', '453', '451', '453', '451']"
/home/junho/data/dataset/coin/videos/43/peWTQPjY4jk.mp4,2,43,"['446', '447', '446', '447']"
/home/junho/data/dataset/coin/videos/132/GY1qZSPvKRA.mp4,1,132,"['465', '466', '467']"
/home/junho/data/dataset/coin/videos/134/ejjQKBhCvFw.mp4,2,134,"['622', '623']"
/home/junho/data/dataset/coin/videos/170/R3twb9uQNuo.mp4,3,170,"['431', '432', '433', '432', '433']"
/home/junho/data/dataset/coin/videos/11/UgoGgCn7xsE.mp4,1,11,"['714', '716', '714', '716']"
/home/junho/data/dataset/coin/videos/73/gFZUL0cLevg.mp4,5,73,"['100', '96', '99', '98', '100', '98']"
/home/junho/data/dataset/coin/videos/144/EXLkRrUGqOo.mp4,4,144,"['183', '184']"
/home/junho/data/dataset/coin/videos/43/y5YlwDog7Os.mp4,2,43,"['446', '447']"
/home/junho/data/dataset/coin/videos/88/PbnWSshARFo.mp4,9,88,"['484', '485', '486']"
/home/junho/data/dataset/coin/videos/178/cbuFgADhdBw.mp4,10,178,"['455', '456', '457', '459', '454', '455', '456', '457', '459', '455', '456', '457', '459']"
/home/junho/data/dataset/coin/videos/55/S3MRLKVsXEQ.mp4,3,55,"['545', '546', '547']"
/home/junho/data/dataset/coin/videos/84/5QGYFN4ERcc.mp4,8,84,"['681', '680', '681', '682', '680', '682']"
/home/junho/data/dataset/coin/videos/135/RLf3h-NY2Uo.mp4,4,135,"['771', '772', '771', '775', '775', '775']"
/home/junho/data/dataset/coin/videos/112/ICYklq0xs2U.mp4,0,112,"['449', '452', '453', '453', '451']"
/home/junho/data/dataset/coin/videos/161/0aVupKCufGg.mp4,1,161,"['567', '569']"
/home/junho/data/dataset/coin/videos/57/_C0AXPyDkV4.mp4,1,57,"['41', '42']"
/home/junho/data/dataset/coin/videos/175/88WarN3bFwk.mp4,0,175,"['509', '510', '511', '509', '512']"
/home/junho/data/dataset/coin/videos/161/Xw3K3n7C5-w.mp4,1,161,"['567', '568']"
/home/junho/data/dataset/coin/videos/171/uGLsPLdhQ4Y.mp4,9,171,"['267', '268', '269', '267', '268', '269', '267', '268', '269']"
/home/junho/data/dataset/coin/videos/66/M2qK-EYrWYQ.mp4,1,66,"['336', '338', '339']"
/home/junho/data/dataset/coin/videos/30/LI7RPWTXV1U.mp4,7,30,"['340', '341', '342']"
/home/junho/data/dataset/coin/videos/11/aKbNXWjPO8E.mp4,1,11,"['714', '715', '716', '714', '715', '716']"
/home/junho/data/dataset/coin/videos/104/URX8vEArELw.mp4,3,104,"['91', '92', '91', '92']"
/home/junho/data/dataset/coin/videos/24/4kF8WADFcpw.mp4,11,24,"['299', '300']"
/home/junho/data/dataset/coin/videos/154/NHMwiRtYHjI.mp4,10,154,"['653', '651']"
/home/junho/data/dataset/coin/videos/1/Lt9cIKU_cmU.mp4,6,1,"['460', '462', '461', '462', '463', '464']"
/home/junho/data/dataset/coin/videos/20/ufJTykK87CY.mp4,11,20,"['208', '211', '210', '211']"
/home/junho/data/dataset/coin/videos/151/WqLEkasQ-Xc.mp4,6,151,"['421', '422', '423']"
/home/junho/data/dataset/coin/videos/114/nn8atK3zgnw.mp4,7,114,"['221', '222']"
/home/junho/data/dataset/coin/videos/90/PKq0am2rK84.mp4,3,90,"['655', '656', '657', '658', '659']"
/home/junho/data/dataset/coin/videos/83/Yzs-LzDelrU.mp4,9,83,"['203', '204', '205', '206', '206']"
/home/junho/data/dataset/coin/videos/65/rzGCgIb1SjQ.mp4,5,65,"['629', '630', '631']"
/home/junho/data/dataset/coin/videos/84/wiL7i08hwyk.mp4,8,84,"['680', '681', '682', '683']"
/home/junho/data/dataset/coin/videos/135/R-ZfUt9QtrM.mp4,4,135,"['771', '773', '774', '774', '775']"
/home/junho/data/dataset/coin/videos/143/JvlakeIhDDo.mp4,1,143,"['7', '8', '7']"
/home/junho/data/dataset/coin/videos/161/2c_W0NecK0c.mp4,1,161,"['567', '568']"
/home/junho/data/dataset/coin/videos/138/8GFG0wSvxDY.mp4,4,138,"['504', '506', '507', '508']"
/home/junho/data/dataset/coin/videos/44/bFWvVzlGF4Y.mp4,11,44,"['407', '409']"
/home/junho/data/dataset/coin/videos/125/6DtX5aWUKWM.mp4,3,125,"['648', '649', '650']"
/home/junho/data/dataset/coin/videos/90/j7eZdize-p4.mp4,3,90,"['656', '657', '658', '659']"
/home/junho/data/dataset/coin/videos/161/RILK2uMWmhE.mp4,1,161,"['567', '568']"
/home/junho/data/dataset/coin/videos/82/UuWYjKalC9Y.mp4,8,82,"['751', '752']"
/home/junho/data/dataset/coin/videos/20/PNkg5YK0kVI.mp4,11,20,"['209', '208', '210', '208']"
/home/junho/data/dataset/coin/videos/20/IqLVkubtdZE.mp4,11,20,"['208', '209', '207']"
/home/junho/data/dataset/coin/videos/48/EsfQipTguPg.mp4,6,48,"['666', '667']"
/home/junho/data/dataset/coin/videos/80/dNaltL3uPaY.mp4,6,80,"['322', '323', '323', '321', '324']"
/home/junho/data/dataset/coin/videos/34/DKLXfFcjJRc.mp4,11,34,"['361', '361', '362', '361', '362']"
/home/junho/data/dataset/coin/videos/27/CFZtsB-bU2s.mp4,11,27,"['645', '646']"
/home/junho/data/dataset/coin/videos/85/MYm0dZJCFJs.mp4,9,85,"['2', '2', '1']"
/home/junho/data/dataset/coin/videos/27/iiLNqWkUhbY.mp4,11,27,"['643', '646']"
/home/junho/data/dataset/coin/videos/130/-RsbSOTzkgA.mp4,4,130,"['722', '723']"
/home/junho/data/dataset/coin/videos/1/TEEfv_LVQ4U.mp4,6,1,"['460', '462', '461', '463', '464']"
/home/junho/data/dataset/coin/videos/88/o0jerJWhfSs.mp4,9,88,"['484', '484', '485', '486']"
/home/junho/data/dataset/coin/videos/104/LnlemYWfn90.mp4,3,104,"['91', '92']"
/home/junho/data/dataset/coin/videos/97/J3srIwz-O4s.mp4,3,97,"['615', '618']"
/home/junho/data/dataset/coin/videos/94/VM-G5uisca0.mp4,6,94,"['386', '387']"
/home/junho/data/dataset/coin/videos/143/V5uE6yNfTq0.mp4,1,143,"['7', '8', '7']"
/home/junho/data/dataset/coin/videos/48/M3NXRBvPN10.mp4,6,48,"['666', '667', '668', '669']"
/home/junho/data/dataset/coin/videos/149/lxZT21QLVHc.mp4,3,149,"['709', '710', '711', '712', '712']"
/home/junho/data/dataset/coin/videos/152/rdXdYmHKNkQ.mp4,4,152,"['93', '94', '95']"
/home/junho/data/dataset/coin/videos/128/gyOnuhoa_ic.mp4,4,128,"['75', '76', '77', '78', '75', '76', '77', '78', '78']"
/home/junho/data/dataset/coin/videos/47/k-jO4EvQqjo.mp4,6,47,"['304', '306']"
/home/junho/data/dataset/coin/videos/94/VodE2Pzpad4.mp4,6,94,"['384', '386', '386']"
/home/junho/data/dataset/coin/videos/90/bmKzVA3ZUiE.mp4,3,90,"['655', '656', '657', '658', '657', '659']"
/home/junho/data/dataset/coin/videos/122/58GJpSCFLTg.mp4,0,122,"['326', '325', '326', '326', '326', '326', '326']"
/home/junho/data/dataset/coin/videos/99/UxwscVIZ8Qg.mp4,8,99,"['187', '190']"
/home/junho/data/dataset/coin/videos/101/0-JkDOAg2b0.mp4,3,101,"['744', '745', '748', '749', '750']"
/home/junho/data/dataset/coin/videos/29/ioKUZ0QWNlo.mp4,10,29,"['257', '258']"
/home/junho/data/dataset/coin/videos/18/vLYa3QxV73c.mp4,4,18,"['608', '609', '610', '611']"
/home/junho/data/dataset/coin/videos/79/XuGeDzjejVk.mp4,9,79,"['22', '23', '24']"
/home/junho/data/dataset/coin/videos/130/7-O20PWB8Ps.mp4,4,130,"['720', '721', '722', '723']"
/home/junho/data/dataset/coin/videos/107/1Tv7iLLkMAc.mp4,11,107,"['297', '298']"
/home/junho/data/dataset/coin/videos/126/RGdNAx1OpXQ.mp4,4,126,"['86', '88', '87']"
/home/junho/data/dataset/coin/videos/153/DgfYsslHisc.mp4,0,153,"['700', '701', '702', '700', '702']"
/home/junho/data/dataset/coin/videos/47/KNDpQfsKCeY.mp4,6,47,"['304', '305', '306']"
/home/junho/data/dataset/coin/videos/58/QZXEL1VseQk.mp4,3,58,"['120', '121', '122', '123']"
/home/junho/data/dataset/coin/videos/4/aBywINg8JB4.mp4,5,4,"['612', '613']"
/home/junho/data/dataset/coin/videos/9/aB9K_mTbHMY.mp4,2,9,"['154', '155']"
/home/junho/data/dataset/coin/videos/29/B9oVlS-qNUk.mp4,10,29,"['257', '258', '257']"
/home/junho/data/dataset/coin/videos/51/QKsHI9vLW0M.mp4,8,51,"['194', '195', '196', '197']"
/home/junho/data/dataset/coin/videos/14/acF0YlUj7QY.mp4,2,14,"['727', '728']"
/home/junho/data/dataset/coin/videos/118/hrvXuX0Ow3s.mp4,6,118,"['290', '291']"
/home/junho/data/dataset/coin/videos/102/THoWo6JUk1Q.mp4,3,102,"['757', '757', '756', '758', '759', '757']"
/home/junho/data/dataset/coin/videos/64/DbxiUGCHJpE.mp4,9,64,"['498', '499', '500']"
/home/junho/data/dataset/coin/videos/77/3DMynCuCHu4.mp4,5,77,"['400', '398', '399', '398', '400', '398', '400', '398', '400', '398', '400', '399']"
/home/junho/data/dataset/coin/videos/134/tkp5bIvtTsE.mp4,2,134,"['620', '620', '621', '622', '623']"
/home/junho/data/dataset/coin/videos/132/QpaxpTL73-8.mp4,1,132,"['465', '467']"
/home/junho/data/dataset/coin/videos/168/NadlIM8GD4U.mp4,9,168,"['217', '218', '219', '220']"
/home/junho/data/dataset/coin/videos/151/YiT64FteClo.mp4,6,151,"['423', '422', '423', '422', '423', '424']"
/home/junho/data/dataset/coin/videos/132/MJpmfZ99ygQ.mp4,1,132,"['465', '468']"
/home/junho/data/dataset/coin/videos/143/Hd6tWfaA6aI.mp4,1,143,"['8', '7']"
/home/junho/data/dataset/coin/videos/42/s_SmhObV8ME.mp4,11,42,"['516', '518', '517', '518']"
/home/junho/data/dataset/coin/videos/39/9b7YQGp8a0k.mp4,6,39,"['477', '471', '469', '469', '477', '471', '477', '472', '471', '472', '472', '470', '472', '478', '470']"
/home/junho/data/dataset/coin/videos/25/A-fwcSHwjHQ.mp4,11,25,"['47', '49', '47', '49']"
/home/junho/data/dataset/coin/videos/108/W9AEjUIVR6g.mp4,2,108,"['535', '536', '537']"
/home/junho/data/dataset/coin/videos/8/CiR5rNSvFBQ.mp4,0,8,"['678', '679']"
/home/junho/data/dataset/coin/videos/140/HSwhUeyMvs4.mp4,4,140,"['696', '697', '698']"
/home/junho/data/dataset/coin/videos/35/ld6R2bD9n60.mp4,2,35,"['345', '346', '347']"
/home/junho/data/dataset/coin/videos/159/XdydmVsqBS8.mp4,7,159,"['390', '391']"
/home/junho/data/dataset/coin/videos/122/pkX6-m2VcvU.mp4,0,122,"['325', '326', '327', '326', '327', '325', '326', '327', '325', '326', '327']"
/home/junho/data/dataset/coin/videos/157/qaBOYYuIc6E.mp4,5,157,"['501', '502', '503']"
/home/junho/data/dataset/coin/videos/76/sSeSp2S6hmM.mp4,10,76,"['495', '496']"
/home/junho/data/dataset/coin/videos/76/4P_6jstJ6pE.mp4,10,76,"['494', '495', '496']"
/home/junho/data/dataset/coin/videos/114/SL6t5SUrat0.mp4,7,114,"['222', '223']"
/home/junho/data/dataset/coin/videos/104/_cvHDswcMdQ.mp4,3,104,"['91', '92']"
/home/junho/data/dataset/coin/videos/13/wRrBUJfHSWI.mp4,1,13,"['259', '261', '263']"
/home/junho/data/dataset/coin/videos/165/0MaeIwJQfDo.mp4,6,165,"['670', '671', '670', '671', '672']"
/home/junho/data/dataset/coin/videos/159/eW9wS2J8tN4.mp4,7,159,"['389', '390', '391']"
/home/junho/data/dataset/coin/videos/50/2rH9xlYC4sQ.mp4,8,50,"['293', '294', '293', '294', '293', '294', '293', '294', '295', '296']"
/home/junho/data/dataset/coin/videos/32/4j1Xb4_R5IY.mp4,7,32,"['605', '607']"
/home/junho/data/dataset/coin/videos/157/ia1WCutwAxs.mp4,5,157,"['501', '503']"
/home/junho/data/dataset/coin/videos/164/QwqM3Jqe5pk.mp4,0,164,"['660', '661', '662']"
/home/junho/data/dataset/coin/videos/54/9dH53HV1UYY.mp4,1,54,"['401', '406']"
/home/junho/data/dataset/coin/videos/5/8JOxKSkkdMM.mp4,4,5,"['273', '272', '273']"
/home/junho/data/dataset/coin/videos/17/L6c0fVOSJIg.mp4,2,17,"['276', '277', '278', '277']"
/home/junho/data/dataset/coin/videos/25/mm7nxVXxneM.mp4,11,25,"['48', '49']"
/home/junho/data/dataset/coin/videos/87/sLVJxrrDR-Y.mp4,8,87,"['764', '765', '766']"
/home/junho/data/dataset/coin/videos/70/h427Nqj3CI4.mp4,1,70,"['737', '739']"
/home/junho/data/dataset/coin/videos/91/OrKPwHeEP9A.mp4,8,91,"['265', '266', '265', '266', '265', '266', '265', '265', '266', '265']"
/home/junho/data/dataset/coin/videos/63/q85VT0EroFQ.mp4,6,63,"['83', '84', '85']"
/home/junho/data/dataset/coin/videos/164/-dsjvZ8qvuw.mp4,0,164,"['660', '661', '662']"
/home/junho/data/dataset/coin/videos/22/gcGW9eZay30.mp4,9,22,"['107', '108', '108', '109']"
/home/junho/data/dataset/coin/videos/164/fEpYEiEYc5U.mp4,0,164,"['660', '661', '662']"
/home/junho/data/dataset/coin/videos/26/USXgYvgo_P8.mp4,11,26,"['528', '529']"
/home/junho/data/dataset/coin/videos/95/JX65eqx-4TI.mp4,8,95,"['102', '104']"
/home/junho/data/dataset/coin/videos/173/2YPj3rwATXk.mp4,6,173,"['279', '281', '282']"
/home/junho/data/dataset/coin/videos/106/xpFQpUjC1lw.mp4,3,106,"['742', '742', '740']"
/home/junho/data/dataset/coin/videos/62/jVk-pidE5N0.mp4,6,62,"['427', '428', '427', '428']"
/home/junho/data/dataset/coin/videos/104/L--Z_Lt3jlU.mp4,3,104,"['89', '90', '91', '92']"
/home/junho/data/dataset/coin/videos/1/cUz8WA48yuk.mp4,6,1,"['460', '461', '462', '463', '464']"
/home/junho/data/dataset/coin/videos/95/6PgYzMyDkEU.mp4,8,95,"['102', '103', '102', '104']"
/home/junho/data/dataset/coin/videos/23/e6Qka7F9AL4.mp4,9,23,"['705', '706', '705', '706', '708', '705', '708']"
/home/junho/data/dataset/coin/videos/2/80oOv72CWsM.mp4,5,2,"['565', '560', '564', '559', '565']"
/home/junho/data/dataset/coin/videos/105/esJ3IXVKroo.mp4,2,105,"['179', '180', '181']"
/home/junho/data/dataset/coin/videos/7/fVUjgavW_Ao.mp4,1,7,"['116', '117', '119']"
/home/junho/data/dataset/coin/videos/122/2n4AV9S8kpw.mp4,0,122,"['325', '326', '327', '326', '327']"
/home/junho/data/dataset/coin/videos/83/EJ2pvv-zmr4.mp4,9,83,"['205', '206', '206']"
/home/junho/data/dataset/coin/videos/105/qEPzod0EMqE.mp4,2,105,"['179', '180', '181']"
/home/junho/data/dataset/coin/videos/159/lBkkOEKknFU.mp4,7,159,"['391', '389', '390', '390']"
/home/junho/data/dataset/coin/videos/8/SZhEwQQEOIQ.mp4,0,8,"['676', '678', '678', '678', '678', '679']"
/home/junho/data/dataset/coin/videos/108/zOuBKxiONgg.mp4,2,108,"['535', '536', '537']"
/home/junho/data/dataset/coin/videos/86/RqouSnc6BYc.mp4,8,86,"['62', '63']"
/home/junho/data/dataset/coin/videos/21/OaWhcu4gxTQ.mp4,11,21,"['594', '594', '594', '596', '595', '596']"
/home/junho/data/dataset/coin/videos/60/khO7LErN5GU.mp4,0,60,"['599', '598', '600']"
/home/junho/data/dataset/coin/videos/104/NLcpnTJIhXQ.mp4,3,104,"['91', '92']"
/home/junho/data/dataset/coin/videos/109/3nNjkBnq69Q.mp4,2,109,"['239', '241']"
/home/junho/data/dataset/coin/videos/10/mtyhzKaAy8Y.mp4,9,10,"['548', '549', '548', '551']"
/home/junho/data/dataset/coin/videos/53/SxseEboI06k.mp4,9,53,"['553', '556', '558', '552', '553', '552', '553', '555', '556', '558']"
/home/junho/data/dataset/coin/videos/63/K9mYAzlUpLQ.mp4,6,63,"['83', '84', '85']"
/home/junho/data/dataset/coin/videos/122/h22GhHLFR7A.mp4,0,122,"['326', '325', '326', '327']"
/home/junho/data/dataset/coin/videos/89/BqmXhdZwCxM.mp4,9,89,"['39', '40']"
/home/junho/data/dataset/coin/videos/56/Ti-Q4U1RQ2Y.mp4,11,56,"['133', '136', '135']"
/home/junho/data/dataset/coin/videos/35/cCsYgJimB5E.mp4,2,35,"['346', '347', '347']"
/home/junho/data/dataset/coin/videos/129/KpyPGNEzsIg.mp4,1,129,"['573', '578']"
/home/junho/data/dataset/coin/videos/86/xKgD5cggIms.mp4,8,86,"['62', '63']"
/home/junho/data/dataset/coin/videos/133/ygyV8ONqvWY.mp4,5,133,"['416', '416', '417', '419', '420']"
/home/junho/data/dataset/coin/videos/82/Ud3IdT5djJc.mp4,8,82,"['751', '754', '755']"
/home/junho/data/dataset/coin/videos/105/mHTCi4xQG5M.mp4,2,105,"['179', '180', '181']"
/home/junho/data/dataset/coin/videos/152/3qeKy_vylQA.mp4,4,152,"['94', '95']"
/home/junho/data/dataset/coin/videos/110/q25VQNMYKJc.mp4,1,110,"['690', '691']"
/home/junho/data/dataset/coin/videos/80/h8uJxLZIvlk.mp4,6,80,"['323', '322', '322', '321']"
/home/junho/data/dataset/coin/videos/138/3kEIsqtsCnM.mp4,4,138,"['506', '507', '508']"
/home/junho/data/dataset/coin/videos/19/9xxCRfnfpzU.mp4,4,19,"['538', '539']"
/home/junho/data/dataset/coin/videos/75/3jliBZqVjMU.mp4,11,75,"['173', '174', '175', '175']"
/home/junho/data/dataset/coin/videos/166/FYWX1Bo52n4.mp4,0,166,"['229', '230', '231']"
/home/junho/data/dataset/coin/videos/113/tehiKANGIk8.mp4,2,113,"['143', '146', '144']"
/home/junho/data/dataset/coin/videos/165/oMjI-8TPtRw.mp4,6,165,"['672', '670', '671', '670', '671', '670', '671', '672', '670', '672']"
/home/junho/data/dataset/coin/videos/98/MlhzJLlK4O8.mp4,11,98,"['124', '126', '126', '128']"
/home/junho/data/dataset/coin/videos/19/aTmOn_TXm24.mp4,4,19,"['540', '540', '541']"
/home/junho/data/dataset/coin/videos/19/PuVz__4vIbA.mp4,4,19,"['539', '540']"
/home/junho/data/dataset/coin/videos/122/fiuyq608E80.mp4,0,122,"['325', '326', '327']"
/home/junho/data/dataset/coin/videos/88/yf_yrlqbMQY.mp4,9,88,"['484', '486']"
/home/junho/data/dataset/coin/videos/81/kCM5NKbomqM.mp4,2,81,"['51', '53', '51', '53', '51', '52', '51', '52']"
/home/junho/data/dataset/coin/videos/106/48pfFiR6ras.mp4,3,106,"['740', '742']"
/home/junho/data/dataset/coin/videos/54/rJokQsBf1as.mp4,1,54,"['401', '402', '406']"
/home/junho/data/dataset/coin/videos/144/mAlxqO18WRk.mp4,4,144,"['182', '183', '184', '185']"
/home/junho/data/dataset/coin/videos/141/TI2K6-ykoC8.mp4,3,141,"['532', '533', '534']"
/home/junho/data/dataset/coin/videos/94/IrKn5a8pISY.mp4,6,94,"['386', '387']"
/home/junho/data/dataset/coin/videos/68/c5cf6IDf0S4.mp4,5,68,"['163', '165', '163', '163', '165', '164', '165']"
/home/junho/data/dataset/coin/videos/162/uNAb5Vo-klw.mp4,11,162,"['487', '488', '487', '488']"
/home/junho/data/dataset/coin/videos/59/LcmEf0Aramg.mp4,3,59,"['692', '694', '695']"
/home/junho/data/dataset/coin/videos/9/JWB5ceorkfE.mp4,2,9,"['154', '155']"
/home/junho/data/dataset/coin/videos/139/B68Y4hjY_d0.mp4,4,139,"['377', '376', '377', '380']"
/home/junho/data/dataset/coin/videos/7/3R8KgG-0X_Q.mp4,1,7,"['116', '117', '119']"
/home/junho/data/dataset/coin/videos/157/k59iLEkKoXQ.mp4,5,157,"['501', '502', '503']"
/home/junho/data/dataset/coin/videos/83/1KixqK5h4dM.mp4,9,83,"['203', '204', '205', '206']"
/home/junho/data/dataset/coin/videos/16/2GNqTHVp6RU.mp4,1,16,"['232', '234', '233', '235', '236', '237']"
/home/junho/data/dataset/coin/videos/52/2B65XwF5Qxo.mp4,2,52,"['381', '383']"
/home/junho/data/dataset/coin/videos/115/NAQSDIUxC0w.mp4,2,115,"['176', '178', '176', '178', '176', '178']"
/home/junho/data/dataset/coin/videos/23/puFl2Sd-v3s.mp4,9,23,"['706', '707', '708']"
/home/junho/data/dataset/coin/videos/79/D3zdHd2e7qM.mp4,9,79,"['23', '23', '23', '24']"
/home/junho/data/dataset/coin/videos/10/u0p_dBCEDs4.mp4,9,10,"['548', '549', '550', '551', '551']"
/home/junho/data/dataset/coin/videos/152/oWj7W_OHaF4.mp4,4,152,"['93', '94', '95']"
/home/junho/data/dataset/coin/videos/92/L0XkFU7zd1M.mp4,9,92,"['27', '25', '26', '25']"
/home/junho/data/dataset/coin/videos/111/wVuXLxwkvdo.mp4,0,111,"['626', '627']"
/home/junho/data/dataset/coin/videos/70/TbgFLP364bY.mp4,1,70,"['737', '739']"
/home/junho/data/dataset/coin/videos/61/mT1_YB0vqsY.mp4,0,61,"['674', '675', '674', '675']"
/home/junho/data/dataset/coin/videos/109/FMmVZRHkAbI.mp4,2,109,"['239', '240', '241', '242', '242']"
/home/junho/data/dataset/coin/videos/159/7_vZ6a_p80E.mp4,7,159,"['389', '390', '391']"
/home/junho/data/dataset/coin/videos/109/ttnPufjhRH4.mp4,2,109,"['239', '241', '242']"
/home/junho/data/dataset/coin/videos/81/Jy1iafFCd-Q.mp4,2,81,"['52', '51', '57', '53', '51', '52']"
/home/junho/data/dataset/coin/videos/6/df1B43lgUtM.mp4,0,6,"['59', '60', '59']"
/home/junho/data/dataset/coin/videos/142/UmGbihovrv8.mp4,3,142,"['543', '544']"
/home/junho/data/dataset/coin/videos/57/U2v-f_mxFbE.mp4,1,57,"['42', '43', '44']"
/home/junho/data/dataset/coin/videos/97/iDrbzW6oD3w.mp4,3,97,"['615', '616', '615', '619']"
/home/junho/data/dataset/coin/videos/3/KNRgICCqPtU.mp4,5,3,"['434', '437']"
/home/junho/data/dataset/coin/videos/61/MdBUZn1PG58.mp4,0,61,"['673', '674', '675']"
/home/junho/data/dataset/coin/videos/104/IdO6IAqwgSw.mp4,3,104,"['91', '92', '91', '92']"
/home/junho/data/dataset/coin/videos/2/7fNtFc3JkPU.mp4,5,2,"['560', '559', '565']"
/home/junho/data/dataset/coin/videos/175/8muUZIVXNyk.mp4,0,175,"['513', '510', '511', '511', '510', '511', '510', '510', '513', '513']"
/home/junho/data/dataset/coin/videos/76/2Ql-YYioO_8.mp4,10,76,"['494', '495', '496', '496']"
/home/junho/data/dataset/coin/videos/169/M5LaXYjC1AQ.mp4,4,169,"['198', '199', '200', '202']"
/home/junho/data/dataset/coin/videos/153/TEtx3vcTNbo.mp4,0,153,"['700', '700', '700', '700', '700', '701', '702', '703']"
/home/junho/data/dataset/coin/videos/10/nxGUkccjkGE.mp4,9,10,"['549', '551']"
/home/junho/data/dataset/coin/videos/140/MsHIdBoDx_I.mp4,4,140,"['696', '697', '698']"
/home/junho/data/dataset/coin/videos/102/tGmEzDyNTKQ.mp4,3,102,"['757', '756', '758', '759', '757', '756']"
/home/junho/data/dataset/coin/videos/87/cksM6FCVJ50.mp4,8,87,"['764', '765', '766']"
/home/junho/data/dataset/coin/videos/133/WtNGg37Zr6s.mp4,5,133,"['416', '418', '419', '420', '418']"
/home/junho/data/dataset/coin/videos/155/rTi3nLsEP5Q.mp4,9,155,"['368', '365', '366', '367', '366', '368', '368']"
/home/junho/data/dataset/coin/videos/32/AGUASZftBfY.mp4,7,32,"['605', '607']"
/home/junho/data/dataset/coin/videos/163/gR4GUF30vh4.mp4,4,163,"['519', '520', '521']"
/home/junho/data/dataset/coin/videos/69/te9yadUDuQM.mp4,4,69,"['332', '332', '331', '332', '333', '334']"
/home/junho/data/dataset/coin/videos/151/5F5V2X82xuA.mp4,6,151,"['422', '423', '423']"
/home/junho/data/dataset/coin/videos/166/kdyQdqH5dPw.mp4,0,166,"['229', '230']"
/home/junho/data/dataset/coin/videos/34/9l9sYrh8jKA.mp4,11,34,"['361', '362']"
/home/junho/data/dataset/coin/videos/74/Er3Th-AtEjs.mp4,5,74,"['760', '762', '763']"
/home/junho/data/dataset/coin/videos/29/EHc41mFNy8c.mp4,10,29,"['257', '258']"
